deal,description,episode,category,count_entrepreneurs,entrepreneurs1,entrepreneurs2,entrepreneurs3,location,state,website,has_website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,len_title,episode-season,Multiple Entreprenuers,Back_Sharks,Deal_Shark1,Deal_Shark2,Deal_Shark3,Deal_Shark4,Deal_Shark5
TRUE,"A sling and dog carrier tote hybrid, HeartPUP allows the user to carry pets handsfree and comfortably while making a fashion statement.",3,Pet Products,1,Anastasia,,,"Los Angeles, CA",CA,http://www.heartpup.com/,1,25000,10,250000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Heart Pup,9,3-Jun,FALSE,1,DJ,,,,
FALSE,"Move over, dartboards, Ninja Cards are here! Ninja Cards are a fun card-throwing game resembling darts but more satifying, because who doesn't like to pretend being a ninja? Created by two friends who had a flash of inspiration while toying around with hotel key cards, the Ninja Cards game includes thick plastic cards and a target.",3,Toys and Games,1,,,,"Chicago, IL",IL,http://www.ninjacards.com/,1,60000,30,200000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ninja Cards,11,3-Jun,FALSE,0,,,,,
TRUE,"Paper Box Pilots is a line of stickers that give flight to kids' imaginations. With these sticker kits, children can turn any regular cardboard box into make-believe airplaines, race cars, fire engines, and more. Paper Box Pilots is a nostalgically simple and inexpensive way to encourage hours of creative play in young ones.",4,Toys and Games,1,,,,"Roy, UT",UT,http://www.paperboxpilots.com,1,35000,25,140000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Paper Box Pilots,16,4-Jun,FALSE,1,KOL,,,,
TRUE,"Reviver Clothing Swipes are like deodorant for your clothes. These reusable and environmentally-friendly swipes keep your clothes smelling fresh while between washes. Made in the USA, Reviver swipes are the perfect solution for those favorite pieces that you can't tear yourself away from. By potentially prolonging the time between washes, Reviver can also encourage more efficient consumption of water resources for laundry.",4,Personal Care and Cosmetics,2,Ben,Eric,,"Dallas, TX",TX,http://www.reviver.com,1,150000,5,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Reviver,7,4-Jun,TRUE,1,LG,,,,
TRUE,"The Red Dress Boutique is an online retailer of affordable fashions for young women and teens. This family-owned business retails most items for under $50 because their goal is to make great style accessible. You shouldn't have to be rich to dress well and feel beautiful. The Red Dress Boutique radiates happiness and seeks to share that optimism with their customers. Founder Diana Harbour started out giving each piece for sale on the website an eye-catching and memorable name, and her focus on building the brand's image and tone has contributed to the site's growth and success.",5,Women's Apparel,2,Josh,Diana,,"Athens, GA",GA,http://thereddressboutique.com/,1,600000,5,12000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Red Dress Boutique,22,5-Jun,TRUE,2,MC,RH,,,
FALSE,"The Jungle Jumparoo is a special kind of jump toy, one that's low to the ground and portable. Kids can hang on to the sturdy support poles in the center and then jump on the outer ring to their hearts' content. Thanks to its unique design, te Jungle Jumparoo is a jump toy that works indoors and outdoors, which means jumping fun even in winter months! The Jungle Jumparoo is also a 3-in-1 versatile toy for climbing, swinging and jumping.",5,Toys and Games,2,Rachel,Steve,,"Orem, UT",UT,http://junglejumparoo.com/,1,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Jungle Jumparoo,15,5-Jun,TRUE,0,,,,,
FALSE,"The Caddy Girls offers a unique and fun way to spend a day on the links with female caddies who know about all aspects of golf, from club selection and course etiquette, to calculating distances and keeping score.",5,Entertainment,1,Meghan,,,"Myrtle Beach, NC",NC,http://thecaddygirls.com/,1,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Caddy Girls,15,5-Jun,FALSE,0,,,,,
TRUE,"Honeyfund is a gifting platform for newlyweds who are less interested in acquiring home appliances than they are into funding their travel dreams. The funding duo is a married couple that used their wedding registry to fund their honeymoon plans, and so they developed their home-grown system into something anyone could sign up for. As a company, they are also working to roll out additional crowdgifting platforms for other occassions, like graduations and baby showers.",6,Weddings,2,Sara,Josh,,"Sebastopol, CA",CA,http://www.honeyfund.com/,1,400000,10,4000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Honeyfund,9,6-Jun,TRUE,1,KOL,,,,
TRUE,Inexpensive and creatively-flavored box wine.,6,Alcoholic Beverages,3,Brad,Aimy,Justin,"Austin, TX",TX,http://www.beatboxbeverages.com/,1,200000,10,2000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BeatBox Beverages,17,6-Jun,TRUE,1,MC,,,,
FALSE,"EmergenSee turns your smartphone or tablet into a personal security system with the push of a button. When activated, the app streams live video, audio, and tracks location and movements using GPS in real time to emergency responders and pre-selected contacts.",6,Home Security Solutions,3,Phil,Jason,Friedberg,"San Francisco, CA",CA,http://emergensee.com/,1,250000,10,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,EmergenSee,10,6-Jun,TRUE,0,,,,,
FALSE,"Singtrix is the ultimate karaoke system, featuring technology that adds vocal harmonies and natural voice to make every aspiring singer sound better than ever. Made by the people behind the first Guitar Hero, Singtrix brings professional studio quality music to your living room karaoke party. The Singtrix system works with any music and any audio device.",7,Electronics,2,John,Eric,,"New York, NY",NY,http://www.singtrix.com/,1,1500000,5,30000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Singtrix,8,7-Jun,TRUE,0,,,,,
FALSE,"Beardbrand is a men's grooming products company making beard oil, mustache wax, beard combs, and other items for the bearded lifestyle.",7,Personal Care and Cosmetics,1,Eric,,,"San Francisco, CA",CA,http://www.beardbrand.com/,1,400000,15,2666667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Beardbrand,10,7-Jun,FALSE,0,,,,,
TRUE,TITIN is patented form-fitting weighted compression gear using gel weights as inserts.,7,Fitness Apparel and Accessories,1,Patrick,,,"Atlanta, GA",GA,http://titintech.com/,1,500000,5,10000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TITIN,5,7-Jun,FALSE,1,DJ,,,,
TRUE,"Myself Belts are for little ones who are learning to do things themselves. These belts can be fastened and unfastened with a quick one-handed motion. These velcro-backed belts are great for kids going through potty training and special needs children, and their faux buckles make it look like a regular belt. Myself Belts are adorably styled with airplanes, hearts and trucks, and can even be customized with a name or branded design, as with a school uniform.",7,Baby and Children's Apparel and Accessories,1,Talia,,,"St. Louis, MO",MO,http://www.myselfbelts.com,1,60000,10,600000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Myself Belts,12,7-Jun,FALSE,1,DJ,,,,
FALSE,Priority One Canine provides highly trained house pets that serve as security protection and loyal companions for the family.,8,Professional Services,2,Wade,Lori,,"Pickerington, OH",OH,http://www.priority1canine.com/,1,75000,15,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Priority One Canine,19,8-Jun,TRUE,0,,,,,
TRUE,"Bottle Breacher takes the same 50-caliber ammunition used to defend our country nad turns them into bottle openers. Crafted by US Active Duty service members and Veterans, Bottle Breacher is an original and memorable gift. Use it for promotional gifts, decorative display, and of course, cracking open a bottle!",8,Novelties,2,Jen,Eli,,"Tucson, AZ",AZ,https://www.bottlebreacher.com/,1,150000,10,1500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bottle Breacher,15,8-Jun,TRUE,2,KOL,MC,,,
TRUE,"The Natural Grip makes the best-fitting hand grips for protecting your hands during workouts. Unlike the competition, The Natural Grip is not a one-size-fits-all product. These grips were created by fitness enthusiast and active duty officer Ashley Drake. The Natural Grip provides protection from torn hands and blisters without the bulk the alternatives. Snugly fitted to your hand, based on your ring finger size, the Natural Grip hooks over your ring and middle fingers and drapes down the palm of your hands.",8,Fitness Apparel and Accessories,1,Ashley,,,"Louisville, KY",KY,http://www.thenaturalgrip.com,1,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Natural Grip,16,8-Jun,FALSE,1,RH,,,,
TRUE,"Heidi Ho! makes a line of delicious cheezes, and that is not a typo, because this is no ordinary cheese. Chef Heidi's cheezes are purely plant-based, made from organic vegetables, nuts, and seeds. Despite being dairy-free and in many cases also soy-free, Heidi Ho cheezes maintain very cheese-like properties, firm enough to grate and melty like real cheese!",9,Specialty Food,1,Heidi,,,"Portland, OR",OR,http://www.heidiho.com/,1,125000,20,625000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Heidi Ho,8,9-Jun,FALSE,1,LG,,,,
TRUE,"Pipcorn is a fun mini popcorn snack. When heated and popped, these popcorn kernel shells shatter into little pieces, making them easier on your stomach and teeth, not to mention delicious. This brother-sister duo from Brooklyn makes Pipcorn in small batches using all-natural ingredients.",9,Specialty Food,2,Jeff,Jennifer,,"Harlem, NY",NY,http://www.pipsnacks.com/,1,200000,10,2000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Pipsnacks,9,9-Jun,TRUE,1,BC,,,,
TRUE,"The Squatty Potty is a toilet stool that helps the user mimic a natural squat, allowing for easier and healthier elimination at home. Believe it or not, the relatively modern tradition of sitting upright on a toilet seat has not been an improvement, at least as far as posture is concerned. This position puts more stress on the bowels than a simple squat. The Squatty Potty allows the user to adapt their home toilet into one that can be used in a squatting position, which helps to reduce straining and even prevent hemorroids and bowel herniation. Squatty Potty is also great for kids, as it gives them a leg up and a place to rest their feet when moving up to the grown-ups toilet. When not in use, Squatty Potty tucks neatly and discretely underneath the toilet bowl.",9,Health and Well-Being,2,Bobby,Judy,,"St. George, UT",UT,http://squattypotty.com/,1,350000,5,7000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Squatty Potty,13,9-Jun,TRUE,1,LG,,,,
FALSE,"Storm Stoppers are DIY storm window protection. Lightweight, safe and simple to install, Storm Stoppers go in without bolts or screws, and they can be cut and installed without the use of power tools. Among its other benefits, Storm Stoppers take just under a minute to re-install per window, and because they don't bolt on, they're also the easiest to remove in case needed to make a safe exit through one of these openings.",9,Novelties,1,John,,,"Orlando, FL",FL,http://www.plywoodalternative.com/,1,100000,10,1000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Storm Stoppers,14,9-Jun,FALSE,0,,,,,
TRUE,"Earthlogs are the environmentally-conscious choice for fire logs. Made from clean waste paper and scrap candle wax, Earthlog repurposes waste into premium-quality fire products. The company's patent-pending manufacturing process also produces zero waste.",10,Home Accessories,1,Tom,,,"Huntington Beach, CA",CA,http://www.earthlog.com/,1,160000,20,800000,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Earth Log,9,10-Jun,FALSE,1,LG,,,,
TRUE,"The Kitchen Safe is a smart container that helps people form good habits. It's great for food, cellphones, TV remotes, video games, and many other things.",10,Storage and Cleaning Products,2,David,Ryan,,"San Francisco, CA",CA,http://www.thekitchensafe.com/,1,100000,5,2000000,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Kitchen Safe,12,10-Jun,TRUE,1,LG,,,,
FALSE,"Off the Cob makes premium-quality tortilla chips using fresh sweet corn. Unlike the grain corn typically used in every other tortilla chip, sweet corn is naturally flavorful and hand picked at the height of its ripeness each year. Created by third-generation farmer Cameron Sheldrake, these chips are gluten free, organic, and non-GMO, not to mention tasty! The company's larger mission is to support sustainable corn farming.",10,Specialty Food,1,Cameron,,,"Ithaca, NY",NY,http://www.offthecobchips.com/,1,100000,15,666667,6,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,Nick Woodman,Off the Cob,11,10-Jun,FALSE,0,,,,,
TRUE,"Single-serve wines in recyclable, high quality plastic stemware that looks and feels like glass.",11,Alcoholic Beverages,1,Andrew,,,"Santa Rosa, CA",CA,http://www.zipzwine.com,1,2500000,10,25000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Zipz,4,11-Jun,FALSE,1,KOL,,,,
TRUE,"Biaggi luggage is built for premium quality and easy storage. Their unique design and lightweight construction allow Biaggi baggage to flatten for storage, greatly reducing the space required. Biaggi suitcases also feature a 4-wheel spinner system, a padded compartment for laptops, hinge-lock technology, and multi-stop telescoping aluminum handles.",11,Storage and Cleaning Products,1,Stephen,,,"New York, NY",NY,http://www.biaggi.com,1,500000,30,1666667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,biaggi,6,11-Jun,FALSE,1,LG,,,,
TRUE,Fashionable and affordably-priced apparel for female sports fans.,11,Men and Women's Apparel,2,Shawna,Kurt,,"Tulsa, OK",OK,http://www.gameday-couture.com,1,500000,20,2500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gameday Couture,15,11-Jun,TRUE,1,MC,,,,
TRUE,"Hoppy Paws is a kit that includes everything needed to create reindeer hoof prints in your home. An easy way to bring more whimsy to your holidays, Hoppy Paws comes with a hoof print stamp, a mixing tray and a super secret powder. Mixed with water, the powder creates crisp white hoof prints that are easy to clean up when the fun is done. Hoppy Paws makes it look like the reindeer have indeed come through, and the company has expanded into kits for other characters, including Santa's Elves, the Easter Bunny, the Tooth Fairy and more. Non-toxic and biodegradable, Hoppy Paws works on most hard surfaces, indoors and out.",12,Holiday Cheer,1,Trina,,,"Newport Beach, CA",CA,http://hoppypaws.com,1,50000,10,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Hoppy Paws,10,12-Jun,FALSE,1,BC,,,,
FALSE,"A device that allows for quickly toggling Christmas lights from visible to out-of-sight, reducing the time spent hanging them up and taking them down each year.",12,Holiday Cheer,1,Nathan,,,"Henderson, NV",NV,http://evedrop.com,1,75000,20,375000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Eve Drop,8,12-Jun,FALSE,0,,,,,
TRUE,"The Q-Flex is personal acupressure system and self-massage device. Its hook-shaped design allows anyone to reach sore spots on their own and apply pressure to relieve stress and soothe aches. Lightweight, durable, easy to use, and affordable, Q-Flex allows anyone to enjoy an on-demand deep tissue massage with just the right amount of pressure to relax knotted muscles, ease shoulder tension, relieve back pain or soothe tired feet. Made in the USA.",12,Health and Well-Being,2,Andrea,Hong,,"San Luis Obispo, CA",CA,http://getqflex.com,1,20000,20,100000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Q-Flex,6,12-Jun,TRUE,1,BC,,,,
FALSE,"With SkinnyShirt you can rock a classic preppy look while maintaining a smooth and svelte silhouette. Layering a sweater over a traditional button-down shirt leads to bulk and bunchiness, but SkinnyShirt circumvents the issue with their knit camis, which have a collared neck that simulates a typical button-down shirt. It even has four working collar buttons to really sell the illusion! The collar and upper portion of the shirt is made with a woven cotton blend, while the rest of the shirt is instead made with a knit nylon blend that stays smooth against your skin. SkinnyShirt comes in white and pairs nicely with sweaters of any cut or color, but especially V-necks and crewnecks.",13,Women's Apparel,1,Julie,,,"New York, NY",NY,http://www.skinnyshirt.com,1,100000,20,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,SkinnyShirt,11,13-Jun,FALSE,0,,,,,
TRUE,"Bantam's mini bagel balls come stuffed with artisan cream cheeses that add ease to mobile munching and are perfect for any snack, meeting or event.",13,Specialty Food,2,Nick,Elyse,,"New York, NY",NY,http://www.bantambagels.com,1,275000,11,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bantam Bagels,13,13-Jun,TRUE,1,LG,,,,
TRUE,"Doorman is an on-demand mobile service that provides package delivery (and returns) until midnight, 7 days a week.",13,Consumer Services,1,Zander,,,"San Francisco, CA",CA,http://www.doorman.co,1,25000,10,250000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Doorman,7,13-Jun,FALSE,1,RH,,,,
FALSE,An online dating service that helps people meet friends of friends through daily matches.,13,Online Services,2,Arum,Soo,,"San Francisco, CA",CA,http://www.coffeemeetsbagel.com,1,500000,5,10000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Coffee Meets Bagel,18,13-Jun,TRUE,0,,,,,
FALSE,Kids' backpacks in the form of vests with pockets all around to distribute the load.,14,Baby and Child Care,2,Arthur,Michael,,"Suwannee, GA",GA,http://www.vestpakz.com,1,50000,10,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Vestpakz,8,14-Jun,TRUE,0,,,,,
TRUE,"Scratch & Grain Baking Co. makes the most wholesome and delicious cookie mixes on the planet. These cookie kits bring together the best elements of baking from scratch and the convenience of using prepackaged mixes. Unlike the typical baking mixes from big brands that you might be used to seeing at the grocery store, each ingredient in Scratch and Grain Co. mixes come individually packaged within the box. You get the wonderful flavor of baked-from-scratch cookies and the satisfaction that the ingredients are fresh and all-natural. Scratch and Grain Co. offers a number of different cookie mixes, including Chocolate Chip, Sugar Cookie, and Oatmeal Raisin. They have also introduced three gluten-free mixes: Chocolate Truffle, Snicker Doodle, and Chewy Peanut Butter.",14,Specialty Food,2,Leah,Taya,,"Portland, OR",OR,http://www.scratchandgrain.com,1,150000,20,750000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Scratch & Grain Baking Co.,26,14-Jun,TRUE,1,BC,,,,
FALSE,"Bottle Bright is the solution to grimy water vessels everywhere. Rather than struggling with a brush, which doesn't remove germs, or using harsh chemicals that leave their own harmful residues, you could be using Bottle Bright tablets, which freshen your water bottle with a quick soak. These tablets are made with all-natural ingredients and easily rid your water bottle from odors, stains and grime. Bottle Bright also has a social mission. For every bag of Bottle Bright tablets purchased, the company donates an equal amount of tablets to people in developing countries, where the lack of clean water and water containers frequently poses serious risks. who are in need of safe and clean drinking water. The Bottle Bright formula is chlorine-free and certified safe, natural, and sustainable.",14,Storage and Cleaning Products,2,Justin,Seth,,"Richmond, VA",VA,http://www.cleanethics.com,1,75000,15,500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bottle Bright,13,14-Jun,TRUE,1,LG,,,,
TRUE,"Any gathering can be improved with these reusable sticky ties! Not your typical ""Hello my name is"" tag, these stickers' charming look and themed designs offer a much more interesting kind of conversation starter. They are also super durable. You can reposition them and reuse them as you please. They don't even leave any residue after they're gone. You can write on these stickers, or let their looks speak for themselves. The company started out making sticky ties, but have continued adding new shapes and themes to the line-up. Our personal favorite is the bow tie. Try these at your next party and see how they liven up even a plain white tee.",14,Party Supplies,2,Ellie,Becca,,"Raleigh, NC",NC,https://www.evrewares.com,1,100000,30,333333,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,evREwares,9,14-Jun,TRUE,1,MC,,,,
TRUE,"A premium, nutritious to-go meal for your dog. The official dog food of the National Association of Search and Rescue.",15,Pet Products,1,Kristina,,,"Bend, OR",OR,http://www.turbopup.com,1,100000,20,500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,TurboPUP,8,15-Jun,FALSE,1,Others,,,,
TRUE,A unique and elegant portable lighting solution.,15,Home Accessories,1,Max,,,"San Francisco, CA",CA,http://www.hellolumio.com,1,250000,8,3125000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lumio,5,15-Jun,FALSE,1,RH,,,,
FALSE,Custom men's clothing for custom lifestyles.,15,Men and Women's Apparel,1,Joe,,,"Columbus, OH",OH,http://www.belloverde.com,1,360000,6,6000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bello Verde,11,15-Jun,FALSE,0,,,,,
FALSE,The world's first napping mask.,15,Health and Well-Being,2,Neil,Justin,,"Boston, MA",MA,http://napwell.com,1,100000,10,1000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Napwell,7,15-Jun,TRUE,0,,,,,
FALSE,"An online investment club that helps accredited investors who want to find, invest in and share quality private investment deals.",16,Online Services,1,Aaron,,,"San Francisco, CA",CA,https://www.tycooninvestors.com,1,50000,5,1000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Tycoon Real Estate,18,16-Jun,FALSE,0,,,,,
TRUE,"GreenBox is the innovator behind the patented, multi-functional GreenBox pizza box. Made of 100% recycled and recyclable material, the GreenBox breaks into plates and a storage unit for leftovers, completely eliminating the need for serving plates and wasteful storage materials.",16,Storage and Cleaning Products,2,Ned,Jennifer,,"New York, NY",NY,http://greenboxny.com,1,300000,10,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,GreenBox,8,16-Jun,TRUE,1,Others,,,,
TRUE,"Drain Strain is a revolutionary, never-clog drain stopper.",17,Storage and Cleaning Products,1,Naushad,,,"Springfield, MO",MO,http://www.drainstrain.com,1,110000,15,733333,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Drain Strain,12,17-Jun,FALSE,1,Others,,,,
FALSE,"BedJet is the world's first ultra-rapid cooling, heating and climate control system made just for your bed.",17,Home Accessories,1,Mark,,,"Newport, RI",RI,http://bedjet.com,1,250000,10,2500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,BedJet,6,17-Jun,FALSE,0,,,,,
FALSE,"Balm Chicky Balm Balm is a sassy '70s-themed lip gloss brand that's made for value and practicality. Balm Chicky Balm Balm features a patented ""Friend End"" for those times you have a pal in need of lip balm. And, offering three times the quantity of other lip balm brands, there's plenty to go around. Balm Chicky Balm Balm is also certified organic.",17,Personal Care and Cosmetics,2,Liz,Abby,,"Portland, OR",OR,https://balmchicky.com,1,75000,20,375000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balm Chicky Balm Balm,21,17-Jun,TRUE,0,,,,,
TRUE,"A stylish and eco-friendly alternative to pee pads, Fresh Patch delivers real-grass turf for dogs that don't have their own backyards.",17,Pet Products,1,Andrew,,,"Davenport, FL",FL,https://www.freshpatch.com,1,150000,10,1500000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Fresh Patch,11,17-Jun,FALSE,1,Others,,,,
TRUE,"Funbites is a curved blade cutter that makes it a snap to cut kids' meals into bite-size pieces. With Funbites you can transform boring food into fun and approachable bites. Great for encouraging picky eaters to try new things, Funbites is available in an assortment of geometric shapes. All Funbites cutters work in the same simple way. By fitting the cutter over the food item and pressing down, you can quickly get lots of neatly and evenly cut bites of food ready to go. Funbites is BPA-free, dishwasher-safe, and proudly made in the USA.",18,Baby and Child Care,1,Bobbie,,,"New York, NY",NY,http://funbites.com,1,75000,20,375000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FunBites,8,18-Jun,FALSE,1,LG,,,,
FALSE,The Lip Bar is a cosmetic brand that exists to empower women through the use of cosmetics by providing self-expressive and responsibly made products.,18,Personal Care and Cosmetics,2,Melissa,Rosco,,"New York, NY",NY,https://www.thelipbar.com,1,125000,20,625000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Lip Bar,11,18-Jun,TRUE,0,,,,,
FALSE,"Innovative, healthy, and high-quality dog treats. Their main product is a dog chew made from yak meat, inspired by a traditional snack from Nepal.",18,Pet Products,2,Suman,Nishes,,"Mukilteo, WA",WA,http://www.himalayandogchew.com,1,750000,5,15000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Himalayan Dog Chew,18,18-Jun,TRUE,0,,,,,
FALSE,"Sseko Designs is an ethical fashion brand that sells sandals, shoes, handbags and accessories that are all handcrafted in East Africa.",19,Men and Women's Shoes,2,Ben,Liz,,"Portland, OR",OR,http://www.ssekodesigns.com,1,300000,10,3000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Sseko Designs,13,19-Jun,TRUE,0,,,,,
TRUE,The Gold Rush Nugget Bucket makes gold and gem prospecting made easy and fun.,19,Novelties,1,Mark,,,"Eugene, OR",OR,http://www.goldrushnuggetbucket.com,1,60000,15,400000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Gold Rush Nugget Bucket,23,19-Jun,FALSE,1,RH,,,,
TRUE,"Boobypack is a sports bra/crop-top with zipper-enclosed, water-resistant pockets on either side. This a fannypack for your rack keeps your valuables safe so you can dance, jog or fist pump with ease.",19,Women's Apparel,1,Conrad,,,"San Francisco, CA",CA,http://boobypack.com,1,80000,20,400000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Boobypack,9,19-Jun,FALSE,1,BC,,,,
FALSE,"Lumi sells innovative printing kits that make it easy for anyone to make affordable, durable prints using the power of the sun.",19,Novelties,1,Jesse,,,"Los Angeles, CA",CA,http://lumi.com,1,250000,5,5000000,6,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Lumi,4,19-Jun,FALSE,0,,,,,
TRUE,"Scholly is a mobile and web app that gives high school students, current college students, and graduate students a fast and simple way to find scholarships to pay for college.",20,Online Services,1,Christopher,,,"Philadelphia, PA",PA,https://www.myscholly.com,1,40000,15,266667,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scholly,7,20-Jun,FALSE,1,Others,,,,
FALSE,"Keen Home makes smart devices to improve the core functions of the home. The company's first product is the Smart Vent, which senses temperature and duct pressure to make intelligent airflow decisions and efficiently increase the comfort of each room.",20,Home Accessories,2,Nayeem,Ryan,,"New York, NY",NY,http://www.keenhome.io,1,750000,10,7500000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Keen Home,9,20-Jun,TRUE,1,Others,,,,
TRUE,LuminAID is a solar-powered inflatable light developed by two architecture students after the 2010 Haiti Earthquake.,20,Electronics,2,Andrea,Anna,,"Oxford, MI",MI,http://luminaid.com,1,200000,10,2000000,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,luminAID,8,20-Jun,TRUE,1,Others,,,,
FALSE,"Taaluma Totes are travel backpacks paired with countries.  Each backpack is made of fabric from that country, and funds a microloan for a person in that country.",20,Men and Women's Accessories,2,Jack,Ashley,,"Blacksburg, VA",VA,http://www.carryacountry.com,1,110000,15,733333,6,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Taaluma Totes,13,20-Jun,TRUE,0,,,,,
